level_id,status,title,required_route_count,required_routes,required_sources,required_jacks,equipment,generated_jacks,false_or_misleading_jacks,renderer_notes
LIV-040,patch-board,Main PA amp feed,7,main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in; system-processor-l-out-to-main-pa-l-input; system-processor-r-out-to-main-pa-r-input; lead-vocal-mic-to-stage-box-input-1; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8,Keys L DI; Keys R DI; Lead Vocal Mic,Main L Output; Main PA L Input; Main PA R Input; Main R Output; Stage Box Input 1; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out,16-channel stagebox; FOH console I/O; Main PA amplifier; Stage source stack; System processor / crossover,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main PA L Input; Main PA R Input; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Crossed System Processor L/R input; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 14 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Use normal source-node creation; no boot-time manual DOM source injection.
LIV-041,non-patch-do-not-convert,Lead Vocal Mic to FOH,8,lead-vocal-mic-to-stage-box-input-5; main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; talkback-mic-to-stage-box-input-14; foh-aux-5-l-output-to-iem-tx-a-left-input; foh-aux-5-r-output-to-iem-tx-a-right-input,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; Main L Output; Main R Output; Stage Box Input 14; Stage Box Input 5; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor R In,16-channel stagebox; FOH console I/O; IEM transmitter; Stage source stack; System processor / crossover,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; IEM TX B Left Input; IEM TX B Right Input; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Crossed System Processor L/R input; IEM TX wrong pack/input; IEM TX wrong side; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 1 unused false option; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Do not convert to native patch board.
LIV-042,patch-board,Vocal wedge mix 2,9,lead-vocal-mic-to-stage-box-input-1; foh-aux-1-output-to-vocal-wedge-input; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; talkback-mic-to-stage-box-input-14; main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in; foh-aux-5-l-output-to-iem-tx-a-left-input; foh-aux-5-r-output-to-iem-tx-a-right-input,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,FOH Aux 1 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; Main L Output; Main R Output; Stage Box Input 1; Stage Box Input 14; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor R In; Vocal Wedge Input,16-channel stagebox; FOH console I/O; IEM transmitter; Stage source stack; System processor / crossover; Vocal wedge monitor,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; IEM TX B Left Input; IEM TX B Right Input; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output; Vocal Wedge Input,Crossed System Processor L/R input; IEM TX wrong pack/input; IEM TX wrong side; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Use normal source-node creation; no boot-time manual DOM source injection.
LIV-043,patch-board,Stereo IEM send 1,8,foh-aux-5-l-output-to-iem-tx-a-left-input; foh-aux-5-r-output-to-iem-tx-a-right-input; lead-vocal-mic-to-stage-box-input-1; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; talkback-mic-to-stage-box-input-14; main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; Main L Output; Main R Output; Stage Box Input 1; Stage Box Input 14; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor R In,16-channel stagebox; FOH console I/O; IEM transmitter; Stage source stack; System processor / crossover,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; IEM TX B Left Input; IEM TX B Right Input; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Crossed System Processor L/R input; IEM TX wrong pack/input; IEM TX wrong side; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Use normal source-node creation; no boot-time manual DOM source injection.
LIV-044,patch-board,Front fill matrix,9,matrix-1-output-to-front-fill-processor-input; main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in; lead-vocal-mic-to-stage-box-input-1; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; talkback-mic-to-stage-box-input-14; foh-aux-5-l-output-to-iem-tx-a-left-input; foh-aux-5-r-output-to-iem-tx-a-right-input,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,FOH Aux 5 L Output; FOH Aux 5 R Output; Front Fill Processor Input; IEM TX A Left Input; IEM TX A Right Input; Main L Output; Main R Output; Matrix 1 Output; Stage Box Input 1; Stage Box Input 14; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor R In,16-channel stagebox; FOH console I/O; Front-fill processor; IEM transmitter; Stage source stack; System processor / crossover,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; Front Fill Processor Input; IEM TX A Left Input; IEM TX A Right Input; IEM TX B Left Input; IEM TX B Right Input; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Crossed System Processor L/R input; IEM TX wrong pack/input; IEM TX wrong side; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Use normal source-node creation; no boot-time manual DOM source injection.
LIV-045,non-patch-do-not-convert,Sub matrix feed,9,matrix-2-output-to-sub-processor-input; main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in; lead-vocal-mic-to-stage-box-input-1; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; talkback-mic-to-stage-box-input-14; foh-aux-5-l-output-to-iem-tx-a-left-input; foh-aux-5-r-output-to-iem-tx-a-right-input,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; Main L Output; Main R Output; Matrix 2 Output; Stage Box Input 1; Stage Box Input 14; Stage Box Input 7; Stage Box Input 8; Sub Processor Input; System Processor L In; System Processor R In,16-channel stagebox; FOH console I/O; IEM transmitter; Stage source stack; Sub processor / crossover input; System processor / crossover,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; IEM TX B Left Input; IEM TX B Right Input; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; Sub Processor Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Crossed System Processor L/R input; IEM TX wrong pack/input; IEM TX wrong side; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Do not convert to native patch board.
LIV-046,non-patch-do-not-convert,Delay tower route,9,matrix-3-output-to-delay-tower-processor-input; main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in; lead-vocal-mic-to-stage-box-input-1; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; talkback-mic-to-stage-box-input-14; foh-aux-5-l-output-to-iem-tx-a-left-input; foh-aux-5-r-output-to-iem-tx-a-right-input,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,Delay Tower Processor Input; FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; Main L Output; Main R Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 14; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor R In,16-channel stagebox; Delay tower processing; FOH console I/O; IEM transmitter; Stage source stack; System processor / crossover,Broadcast Split L; Broadcast Split R; Delay; Delay Tower Processor Input; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; IEM TX B Left Input; IEM TX B Right Input; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Crossed System Processor L/R input; IEM TX wrong pack/input; IEM TX wrong side; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Do not convert to native patch board.
LIV-047,patch-board,Broadcast split,8,broadcast-split-l-to-record-out-l; broadcast-split-r-to-record-out-r; lead-vocal-mic-to-stage-box-input-1; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; talkback-mic-to-stage-box-input-14; main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,Broadcast Split L; Broadcast Split R; Main L Output; Main R Output; Record Out L; Record Out R; Stage Box Input 1; Stage Box Input 14; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor R In,16-channel stagebox; Broadcast / recorder I/O; FOH console I/O; Stage source stack; System processor / crossover,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Record Out L; Record Out R; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Broadcast mono/crossed feed; Crossed Record Out L/R; Crossed System Processor L/R input; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Use normal source-node creation; no boot-time manual DOM source injection.
LIV-048,patch-board,Talkback to monitor system,9,talkback-mic-to-stage-box-input-14; talkback-output-to-in-ear-b-input; lead-vocal-mic-to-stage-box-input-1; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in; foh-aux-5-l-output-to-iem-tx-a-left-input; foh-aux-5-r-output-to-iem-tx-a-right-input,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; In-Ear B Input; Main L Output; Main R Output; Stage Box Input 1; Stage Box Input 14; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor R In; Talkback Output,16-channel stagebox; FOH console I/O; IEM transmitter; In-Ear Monitoring rack; Stage source stack; System processor / crossover,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; IEM TX B Left Input; IEM TX B Right Input; In-Ear A In; In-Ear A Input; In-Ear B In; In-Ear B Input; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Crossed System Processor L/R input; IEM TX wrong pack/input; IEM TX wrong side; In-Ear A In when B is required; In-Ear B In when A is required; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Use normal source-node creation; no boot-time manual DOM source injection.
LIV-049,patch-board,Keyboard stereo inputs,8,keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; lead-vocal-mic-to-stage-box-input-1; talkback-mic-to-stage-box-input-14; main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in; foh-aux-5-l-output-to-iem-tx-a-left-input; foh-aux-5-r-output-to-iem-tx-a-right-input,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; Main L Output; Main R Output; Stage Box Input 1; Stage Box Input 14; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor R In,16-channel stagebox; FOH console I/O; IEM transmitter; Stage source stack; System processor / crossover,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; IEM TX B Left Input; IEM TX B Right Input; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Crossed System Processor L/R input; IEM TX wrong pack/input; IEM TX wrong side; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Use normal source-node creation; no boot-time manual DOM source injection.
LIV-050,non-patch-do-not-convert,Main PA amp feed,8,main-l-output-to-system-processor-l-in; main-r-output-to-system-processor-r-in; system-processor-l-out-to-main-pa-l-input; system-processor-r-out-to-main-pa-r-input; lead-vocal-mic-to-stage-box-input-1; keys-l-di-to-stage-box-input-7; keys-r-di-to-stage-box-input-8; talkback-mic-to-stage-box-input-14,Keys L DI; Keys R DI; Lead Vocal Mic; Talkback Mic,Main L Output; Main PA L Input; Main PA R Input; Main R Output; Stage Box Input 1; Stage Box Input 14; Stage Box Input 7; Stage Box Input 8; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out,16-channel stagebox; FOH console I/O; Main PA amplifier; Stage source stack; System processor / crossover,Broadcast Split L; Broadcast Split R; FOH Aux 1 Output; FOH Aux 2 Output; FOH Aux 3 Output; FOH Aux 5 L Output; FOH Aux 5 R Output; Keys L DI; Keys R DI; Lead Vocal Mic; Main L Output; Main PA L Input; Main PA R Input; Main R Output; Matrix 1 Output; Matrix 2 Output; Matrix 3 Output; Stage Box Input 1; Stage Box Input 10; Stage Box Input 11; Stage Box Input 12; Stage Box Input 13; Stage Box Input 14; Stage Box Input 15; Stage Box Input 16; Stage Box Input 2; Stage Box Input 3; Stage Box Input 4; Stage Box Input 5; Stage Box Input 6; Stage Box Input 7; Stage Box Input 8; Stage Box Input 9; Sub Input; System Processor L In; System Processor L Out; System Processor R In; System Processor R Out; Talkback Mic; Talkback Output,Crossed System Processor L/R input; Main output used as unsafe monitor-source trap; Processor input patched directly to amp input; Stage Box Input 10 unused false option; Stage Box Input 11 unused false option; Stage Box Input 12 unused false option; Stage Box Input 13 unused false option; Stage Box Input 15 unused false option; Stage Box Input 16 unused false option; Stage Box Input 2 unused false option; Stage Box Input 3 unused false option; Stage Box Input 4 unused false option; Stage Box Input 5 unused false option; Stage Box Input 6 unused false option; Stage Box Input 9 unused false option; Talkback Output used to wrong destination; Wrong aux output; Wrong matrix output,Do not convert to native patch board.
