level_id,status,route_index,title,source_label,destination_label,source_node_key,destination_node_key,route_key,stereo_route,stereo_side,stereo_group,equipment_needed,generated_jack_families,false_or_misleading_jacks,notes
LIV-043,patch-board,2,Stereo IEM send 1,FOH Aux 5 R Output,IEM TX A Right Input,foh-aux-5-r-output,iem-tx-a-right-input,foh-aux-5-r-output-to-iem-tx-a-right-input,yes,right,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-043,patch-board,3,Stereo IEM send 1,Lead Vocal Mic,Stage Box Input 1,lead-vocal-mic,stagebox-input-1,lead-vocal-mic-to-stagebox-input-1,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-043,patch-board,4,Stereo IEM send 1,Keys L DI,Stage Box Input 7,keys-l-di,stagebox-input-7,keys-l-di-to-stagebox-input-7,yes,left,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-043,patch-board,5,Stereo IEM send 1,Keys R DI,Stage Box Input 8,keys-r-di,stagebox-input-8,keys-r-di-to-stagebox-input-8,yes,right,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-043,patch-board,6,Stereo IEM send 1,Talkback Mic,Stage Box Input 14,talkback-mic,stagebox-input-14,talkback-mic-to-stagebox-input-14,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs; PA mains / front-fill destinations as unsafe talkback traps,
LIV-043,patch-board,7,Stereo IEM send 1,Main L Output,System Processor L In,main-l-output,system-processor-l-in,main-l-output-to-system-processor-l-in,yes,left,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-043,patch-board,8,Stereo IEM send 1,Main R Output,System Processor R In,main-r-output,system-processor-r-in,main-r-output-to-system-processor-r-in,yes,right,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-044,patch-board,1,Front fill matrix,Matrix 1 Output,Front Fill Processor Input,matrix-1-output,front-fill-processor-input,matrix-1-output-to-front-fill-processor-input,no,,,FOH console; Front-fill processor,FOH Matrix outputs 1-3 or level-specific matrix set,Wrong matrix output,
LIV-044,patch-board,2,Front fill matrix,Main L Output,System Processor L In,main-l-output,system-processor-l-in,main-l-output-to-system-processor-l-in,yes,left,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-044,patch-board,3,Front fill matrix,Main R Output,System Processor R In,main-r-output,system-processor-r-in,main-r-output-to-system-processor-r-in,yes,right,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-044,patch-board,4,Front fill matrix,Lead Vocal Mic,Stage Box Input 1,lead-vocal-mic,stagebox-input-1,lead-vocal-mic-to-stagebox-input-1,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-044,patch-board,5,Front fill matrix,Keys L DI,Stage Box Input 7,keys-l-di,stagebox-input-7,keys-l-di-to-stagebox-input-7,yes,left,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-044,patch-board,6,Front fill matrix,Keys R DI,Stage Box Input 8,keys-r-di,stagebox-input-8,keys-r-di-to-stagebox-input-8,yes,right,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-044,patch-board,7,Front fill matrix,Talkback Mic,Stage Box Input 14,talkback-mic,stagebox-input-14,talkback-mic-to-stagebox-input-14,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs; PA mains / front-fill destinations as unsafe talkback traps,
LIV-044,patch-board,8,Front fill matrix,FOH Aux 5 L Output,IEM TX A Left Input,foh-aux-5-l-output,iem-tx-a-left-input,foh-aux-5-l-output-to-iem-tx-a-left-input,yes,left,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-044,patch-board,9,Front fill matrix,FOH Aux 5 R Output,IEM TX A Right Input,foh-aux-5-r-output,iem-tx-a-right-input,foh-aux-5-r-output-to-iem-tx-a-right-input,yes,right,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-045,non-patch-do-not-convert,1,Sub matrix feed,Matrix 2 Output,Sub Processor Input,matrix-2-output,sub-processor-input,matrix-2-output-to-sub-processor-input,no,,,FOH console; Sub processor,FOH Matrix outputs 1-3 or level-specific matrix set; Sub Input / Sub Processor Input,Wrong matrix output,
LIV-045,non-patch-do-not-convert,2,Sub matrix feed,Main L Output,System Processor L In,main-l-output,system-processor-l-in,main-l-output-to-system-processor-l-in,yes,left,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-045,non-patch-do-not-convert,3,Sub matrix feed,Main R Output,System Processor R In,main-r-output,system-processor-r-in,main-r-output-to-system-processor-r-in,yes,right,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-045,non-patch-do-not-convert,4,Sub matrix feed,Lead Vocal Mic,Stage Box Input 1,lead-vocal-mic,stagebox-input-1,lead-vocal-mic-to-stagebox-input-1,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-045,non-patch-do-not-convert,5,Sub matrix feed,Keys L DI,Stage Box Input 7,keys-l-di,stagebox-input-7,keys-l-di-to-stagebox-input-7,yes,left,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-045,non-patch-do-not-convert,6,Sub matrix feed,Keys R DI,Stage Box Input 8,keys-r-di,stagebox-input-8,keys-r-di-to-stagebox-input-8,yes,right,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-045,non-patch-do-not-convert,7,Sub matrix feed,Talkback Mic,Stage Box Input 14,talkback-mic,stagebox-input-14,talkback-mic-to-stagebox-input-14,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs; PA mains / front-fill destinations as unsafe talkback traps,
LIV-045,non-patch-do-not-convert,8,Sub matrix feed,FOH Aux 5 L Output,IEM TX A Left Input,foh-aux-5-l-output,iem-tx-a-left-input,foh-aux-5-l-output-to-iem-tx-a-left-input,yes,left,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-045,non-patch-do-not-convert,9,Sub matrix feed,FOH Aux 5 R Output,IEM TX A Right Input,foh-aux-5-r-output,iem-tx-a-right-input,foh-aux-5-r-output-to-iem-tx-a-right-input,yes,right,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-046,non-patch-do-not-convert,1,Delay tower route,Matrix 3 Output,Delay Tower Processor Input,matrix-3-output,delay-tower-processor-input,matrix-3-output-to-delay-tower-processor-input,no,,,Delay tower processing; FOH console,Delay Tower Processor Input / Delay Input; FOH Matrix outputs 1-3 or level-specific matrix set,Wrong matrix output,
LIV-046,non-patch-do-not-convert,2,Delay tower route,Main L Output,System Processor L In,main-l-output,system-processor-l-in,main-l-output-to-system-processor-l-in,yes,left,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-046,non-patch-do-not-convert,3,Delay tower route,Main R Output,System Processor R In,main-r-output,system-processor-r-in,main-r-output-to-system-processor-r-in,yes,right,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-046,non-patch-do-not-convert,4,Delay tower route,Lead Vocal Mic,Stage Box Input 1,lead-vocal-mic,stagebox-input-1,lead-vocal-mic-to-stagebox-input-1,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-046,non-patch-do-not-convert,5,Delay tower route,Keys L DI,Stage Box Input 7,keys-l-di,stagebox-input-7,keys-l-di-to-stagebox-input-7,yes,left,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-046,non-patch-do-not-convert,6,Delay tower route,Keys R DI,Stage Box Input 8,keys-r-di,stagebox-input-8,keys-r-di-to-stagebox-input-8,yes,right,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-046,non-patch-do-not-convert,7,Delay tower route,Talkback Mic,Stage Box Input 14,talkback-mic,stagebox-input-14,talkback-mic-to-stagebox-input-14,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs; PA mains / front-fill destinations as unsafe talkback traps,
LIV-046,non-patch-do-not-convert,8,Delay tower route,FOH Aux 5 L Output,IEM TX A Left Input,foh-aux-5-l-output,iem-tx-a-left-input,foh-aux-5-l-output-to-iem-tx-a-left-input,yes,left,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-046,non-patch-do-not-convert,9,Delay tower route,FOH Aux 5 R Output,IEM TX A Right Input,foh-aux-5-r-output,iem-tx-a-right-input,foh-aux-5-r-output-to-iem-tx-a-right-input,yes,right,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-047,patch-board,1,Broadcast split,Broadcast Split L,Record Out L,broadcast-split-l,record-out-l,broadcast-split-l-to-record-out-l,yes,left,Broadcast Split {SIDE} -> Record Out {SIDE},FOH console; Recorder / broadcast destination,Broadcast Split L; Broadcast Split R; Record Out L; Record Out R,Crossed broadcast/record L/R jacks,
LIV-047,patch-board,2,Broadcast split,Broadcast Split R,Record Out R,broadcast-split-r,record-out-r,broadcast-split-r-to-record-out-r,yes,right,Broadcast Split {SIDE} -> Record Out {SIDE},FOH console; Recorder / broadcast destination,Broadcast Split L; Broadcast Split R; Record Out L; Record Out R,Crossed broadcast/record L/R jacks,
LIV-047,patch-board,3,Broadcast split,Lead Vocal Mic,Stage Box Input 1,lead-vocal-mic,stagebox-input-1,lead-vocal-mic-to-stagebox-input-1,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-047,patch-board,4,Broadcast split,Keys L DI,Stage Box Input 7,keys-l-di,stagebox-input-7,keys-l-di-to-stagebox-input-7,yes,left,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-047,patch-board,5,Broadcast split,Keys R DI,Stage Box Input 8,keys-r-di,stagebox-input-8,keys-r-di-to-stagebox-input-8,yes,right,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-047,patch-board,6,Broadcast split,Talkback Mic,Stage Box Input 14,talkback-mic,stagebox-input-14,talkback-mic-to-stagebox-input-14,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs; PA mains / front-fill destinations as unsafe talkback traps,
LIV-047,patch-board,7,Broadcast split,Main L Output,System Processor L In,main-l-output,system-processor-l-in,main-l-output-to-system-processor-l-in,yes,left,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-047,patch-board,8,Broadcast split,Main R Output,System Processor R In,main-r-output,system-processor-r-in,main-r-output-to-system-processor-r-in,yes,right,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-048,patch-board,1,Talkback to monitor system,Talkback Mic,Stage Box Input 14,talkback-mic,stagebox-input-14,talkback-mic-to-stagebox-input-14,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs; PA mains / front-fill destinations as unsafe talkback traps,
LIV-048,patch-board,2,Talkback to monitor system,Talkback Output,In-Ear B Input,talkback-output,in-ear-b-in,talkback-output-to-in-ear-b-in,no,,,FOH console; In-Ear Monitoring rack,In-Ear Monitoring inputs A and B; Talkback Output; nearby false FOH outputs,Wrong IEM side/input; Main output as unsafe monitor-source trap; PA mains / front-fill destinations as unsafe talkback traps,
LIV-048,patch-board,3,Talkback to monitor system,Lead Vocal Mic,Stage Box Input 1,lead-vocal-mic,stagebox-input-1,lead-vocal-mic-to-stagebox-input-1,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-048,patch-board,4,Talkback to monitor system,Keys L DI,Stage Box Input 7,keys-l-di,stagebox-input-7,keys-l-di-to-stagebox-input-7,yes,left,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-048,patch-board,5,Talkback to monitor system,Keys R DI,Stage Box Input 8,keys-r-di,stagebox-input-8,keys-r-di-to-stagebox-input-8,yes,right,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-048,patch-board,6,Talkback to monitor system,Main L Output,System Processor L In,main-l-output,system-processor-l-in,main-l-output-to-system-processor-l-in,yes,left,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-048,patch-board,7,Talkback to monitor system,Main R Output,System Processor R In,main-r-output,system-processor-r-in,main-r-output-to-system-processor-r-in,yes,right,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-048,patch-board,8,Talkback to monitor system,FOH Aux 5 L Output,IEM TX A Left Input,foh-aux-5-l-output,iem-tx-a-left-input,foh-aux-5-l-output-to-iem-tx-a-left-input,yes,left,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-048,patch-board,9,Talkback to monitor system,FOH Aux 5 R Output,IEM TX A Right Input,foh-aux-5-r-output,iem-tx-a-right-input,foh-aux-5-r-output-to-iem-tx-a-right-input,yes,right,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-049,patch-board,1,Keyboard stereo inputs,Keys L DI,Stage Box Input 7,keys-l-di,stagebox-input-7,keys-l-di-to-stagebox-input-7,yes,left,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-049,patch-board,2,Keyboard stereo inputs,Keys R DI,Stage Box Input 8,keys-r-di,stagebox-input-8,keys-r-di-to-stagebox-input-8,yes,right,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-049,patch-board,3,Keyboard stereo inputs,Lead Vocal Mic,Stage Box Input 1,lead-vocal-mic,stagebox-input-1,lead-vocal-mic-to-stagebox-input-1,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-049,patch-board,4,Keyboard stereo inputs,Talkback Mic,Stage Box Input 14,talkback-mic,stagebox-input-14,talkback-mic-to-stagebox-input-14,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs; PA mains / front-fill destinations as unsafe talkback traps,
LIV-049,patch-board,5,Keyboard stereo inputs,Main L Output,System Processor L In,main-l-output,system-processor-l-in,main-l-output-to-system-processor-l-in,yes,left,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-049,patch-board,6,Keyboard stereo inputs,Main R Output,System Processor R In,main-r-output,system-processor-r-in,main-r-output-to-system-processor-r-in,yes,right,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-049,patch-board,7,Keyboard stereo inputs,FOH Aux 5 L Output,IEM TX A Left Input,foh-aux-5-l-output,iem-tx-a-left-input,foh-aux-5-l-output-to-iem-tx-a-left-input,yes,left,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-049,patch-board,8,Keyboard stereo inputs,FOH Aux 5 R Output,IEM TX A Right Input,foh-aux-5-r-output,iem-tx-a-right-input,foh-aux-5-r-output-to-iem-tx-a-right-input,yes,right,FOH Aux 5 {SIDE} Output -> IEM TX A {SIDE} Input,FOH console; IEM transmitter,FOH Aux 5 L Output; FOH Aux 5 R Output; IEM TX A Left Input; IEM TX A Right Input; optional B pair if level uses B,Wrong IEM side/input; Main output as unsafe monitor-source trap; Wrong aux output,
LIV-050,non-patch-do-not-convert,1,Main PA amp feed,Main L Output,System Processor L In,main-l-output,system-processor-l-in,main-l-output-to-system-processor-l-in,yes,left,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-050,non-patch-do-not-convert,2,Main PA amp feed,Main R Output,System Processor R In,main-r-output,system-processor-r-in,main-r-output-to-system-processor-r-in,yes,right,Main {SIDE} Output -> System Processor {SIDE} In,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-050,non-patch-do-not-convert,3,Main PA amp feed,System Processor L Out,Main PA L Input,system-processor-l-out,main-pa-l-input,system-processor-l-out-to-main-pa-l-input,yes,left,System Processor {SIDE} Out -> Main PA {SIDE} Input,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-050,non-patch-do-not-convert,4,Main PA amp feed,System Processor R Out,Main PA R Input,system-processor-r-out,main-pa-r-input,system-processor-r-out-to-main-pa-r-input,yes,right,System Processor {SIDE} Out -> Main PA {SIDE} Input,FOH console; System processor / crossover,FOH Main L Output; FOH Main R Output; System Processor L In; System Processor R In; processor outputs,Crossed L/R main/system processor jacks,
LIV-050,non-patch-do-not-convert,5,Main PA amp feed,Lead Vocal Mic,Stage Box Input 1,lead-vocal-mic,stagebox-input-1,lead-vocal-mic-to-stagebox-input-1,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-050,non-patch-do-not-convert,6,Main PA amp feed,Keys L DI,Stage Box Input 7,keys-l-di,stagebox-input-7,keys-l-di-to-stagebox-input-7,yes,left,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-050,non-patch-do-not-convert,7,Main PA amp feed,Keys R DI,Stage Box Input 8,keys-r-di,stagebox-input-8,keys-r-di-to-stagebox-input-8,yes,right,Keys {SIDE} DI,16-channel stagebox; DI source,Stagebox inputs 1-16,Unused stagebox inputs,
LIV-050,non-patch-do-not-convert,8,Main PA amp feed,Talkback Mic,Stage Box Input 14,talkback-mic,stagebox-input-14,talkback-mic-to-stagebox-input-14,no,,,16-channel stagebox; Source microphone,Stagebox inputs 1-16,Unused stagebox inputs; PA mains / front-fill destinations as unsafe talkback traps,
